Gene_name,lof_hc_lc.obs,lof_hc_lc.oe,lof_hc_lc.mu,lof_hc_lc.pLI,lof_hc_lc.pNull,lof_hc_lc.pRec,mis.z_raw,syn.oe,syn.z_raw
ACVR2B,100.0,1.54152,6.106199999999999e-06,5.999840000000001,8.497559999999998e-11,0.0001393427999999,52.730599999999995,6.0164,-0.28964
ACVRL1,160.0,4.78697,6.21885e-06,6.69558635,0.4094095272,3.8949921,79.88932,11.09411,-0.85283
ACY1,441.0,9.07394,5.86318e-06,0.02119735783028,0.4639276,12.5149,46.35512,16.44675,31.716426
ACY3,150.0,5.15748,3.30432e-06,3.81048e-07,1.47153,4.52847,0.570186,5.59156,5.3749899999999995
ACYP1,51.0,4.43666,1.196808e-06,1.641606,0.75269,6.6057,18.1103,8.05645,4.43644
ACYP2,65.0,10.12492,8.96502e-07,0.3304386059999999,2.97844,7.69115,-14.62139,14.5149,-14.29917
ADA,213.0,4.56616,3.68782e-06,1.4661899999999998e-12,2.29688,2.70312,8.93003,6.660769999999999,3.146882
ADA2,369.0,14.79791,7.9920124e-06,0.39423027044,0.979934,17.62582,18.5481,17.7027,37.42128
ADAD1,500.0,9.57805,1.003949e-05,0.043800421268,0.0945784,15.86166,54.549600000000005,16.7783,-10.40934
ADAD2,308.0,6.3323,3.8657900000000005e-06,7.443000000007468e-13,4.887,0.11298878,-61.3555,7.8091,-49.7633
ADAL,528.0,20.52153,6.10474e-06,0.0004091828815199,8.03738,13.96221,69.61,18.90647,38.7502
ADAM10,75.0,2.57036,5.6878777e-06,7.000463,0.3620896999999999,2.63746900095978,41.098038,13.02017,-6.986685
ADAM11,289.0,2.85264,1.04619e-05,0.001160192,5.74484e-06,5.99883,48.8211,7.6032,7.29311
ADAM12,605.0,7.06088,1.388224e-05,2.801469265662e-07,0.02530108,10.9747,52.4129,10.35581,11.59073
ADAM15,1278.0,12.4209,3.23543e-05,2.462906323152e-10,0.010595484,18.98941,90.7592,18.01515,60.2813
ADAM17,208.0,3.35527,5.50744e-06,2.471208,0.0620358518,5.46677,45.38654,14.41386,-0.4026099999999997
ADAM18,312.0,8.1928,2.05242e-06,1.84064e-08,5.61952,0.38047948,-13.00506,8.89796,-7.89156
ADAM19,289.0,3.08431,7.30863e-06,4.86523804e-09,0.0209043340999999,4.979089999999999,20.2023,6.13811,-2.529783
ADAM2,338.0,8.97262,3.2782e-06,4.66831e-10,3.56698,6.43302,1.64282,11.7787,-20.8565
ADAM20,180.0,3.10754,1.30684e-06,7.2296e-12,0.26671,3.7333,8.110199999999999,3.70362,5.476
ADAM21,90.0,1.83837,2.2029e-06,6.0297e-06,0.0159543,2.98404,19.179,2.62662,6.4220999999999995
ADAM22,1734.0,18.41521,5.26814e-05,33.34737923,0.052413793918849,13.60019294,288.675694,45.75537,39.02365
ADAM23,156.0,1.79384,5.3123299999999995e-06,5.71085,0.0134120000004629,0.275728475,26.06298,5.93715,0.2560351
ADAM28,1170.0,19.3442,1.262049e-05,4.989907983004194e-09,16.41339,2.586609,-15.32056,21.94035,-8.793137999999999
ADAM29,721.0,12.81176,7.4680839e-06,1.31634001046862,0.532493,19.1512,40.98882,21.84414,-11.766133
ADAM30,92.0,1.45656,1.04834e-06,1.41436e-11,0.04218,1.95782,3.3508,2.1082,-2.058
ADAM32,718.0,17.747790000000002,1.3416779e-05,0.2013866879101754,3.40623,17.39239,-1.7484448,21.57624,-10.432912
ADAM33,1630.0,20.7497,2.016485e-05,2.3300319572500362e-26,17.9553,0.04470453,-82.2045,22.0075,-72.91120000000001
ADAM7,336.0,5.9332,3.36518e-06,9.36160190300011e-08,4.04523,1.95477,-6.287726999999999,6.123,-1.355835
ADAM8,904.0,12.0845,1.198796e-05,3.9968e-07,9.53381,0.4661849159999999,-35.99965,13.0663,-34.7315
ADAM9,407.0,5.57146,1.01502e-05,0.0889606144,0.26685536664,10.64418,128.497948,24.33876,33.23895
ADAMDEC1,217.0,4.99404,3.391e-06,1.76658e-14,3.63451,1.36549,0.7318899999999999,6.20682,-1.222629
ADAMTS1,116.0,1.47639,6.90029e-06,7.0,1.519942e-15,1.348632e-07,17.030820000000002,8.5129,-10.496317
ADAMTS10,362.0,3.64318,1.215494e-05,4.9817174,9.392081542128e-05,4.0182054,85.4476,11.54206,6.01504
ADAMTS12,980.0,8.07614,1.241804e-05,2.3030000000057134e-07,0.7953487381,10.20466,37.1129,10.13917,17.3451
ADAMTS13,1458.0,12.34627,1.899762e-05,5.2827800003535845e-06,0.4810985,15.51889,38.68068,18.80949,-15.67372
ADAMTS14,1021.0,9.33226,2.24572e-05,3.6947867200052325e-14,1.42037892,10.57962,25.89454,12.03718,-0.98719
ADAMTS15,75.0,1.22023,2.44495e-06,1.028628,5.049939999999999e-05,1.9713190000000005,1.6629,3.2163999999999997,-4.86531
ADAMTS16,216.0,1.92417,4.4659e-06,1.770700000000001e-05,0.00171432,2.99828,-1.03504,3.3930999999999996,-8.0667
ADAMTS17,1567.0,14.71236,3.265866e-05,0.0004825600000082,1.967285,16.03222,-57.89354,23.795,-91.6831
ADAMTS18,957.0,8.03039,1.567872e-05,0.070635015259,6.04169,2.887673,-81.29469999999999,13.1035,-57.58406
ADAMTS19,555.0,5.62442,1.26709e-05,4.772877100888e-10,0.002172463,8.99783,26.57129,11.49538,-8.477501
ADAMTS2,192.0,2.24938,5.75834e-06,0.115798,0.000989625926,4.88321,14.5927,5.0766,-1.525058
ADAMTS20,906.0,5.04277,1.2863e-05,7.048700000000001e-19,1.4959859999999998,4.504008,-0.91327,6.06223,-1.735404
ADAMTS3,347.0,2.77204,8.5811e-06,9.656e-10,4.59898e-06,5.0,13.0194,4.54544,10.2031
ADAMTS4,136.0,2.29953,3.54716e-06,0.0300332316463,0.03243474,3.93753,12.9401,3.70265,6.404355
ADAMTS5,215.0,2.64279,3.5350799999999997e-06,2.30555e-11,0.0072427,3.99277,10.503,4.9275899999999995,-0.3343
ADAMTS6,288.0,2.63436,1.47476e-05,16.0,4.0897597659293813e-16,3.39533587952286e-08,167.3487,15.74704,22.85741
ADAMTS7,331.0,2.53381,9.1193e-06,1.1952000002488838e-08,0.0001893075,3.9998,12.0745,4.14247,-4.23761
ADAMTS8,181.0,2.47881,2.72007e-06,1.177878e-16,0.45854,2.54146,-5.6847,3.4118,-9.0536
ADAMTS9,512.0,2.44522,1.356708e-05,3.22537031236,5.748048300001459e-06,2.774627,20.20787,7.6318,-12.7723
ADAMTSL1,1663.0,13.34755,2.890541e-05,0.0899627335125863,0.2214538859399999,20.68857,-124.3803,27.6133,-107.156311
ADAMTSL2,581.0,5.63006,1.14307e-05,1.295281297e-07,0.0001765335,9.99982,25.9682,10.7821,-18.2947
ADAMTSL3,1160.0,6.4557400000000005,2.45647e-05,7.808800366034361e-07,2.36292523e-05,10.99998,46.2797,10.24364,19.7299
ADAMTSL4,1783.0,15.87013,3.86761e-05,3.3421311888556307e-18,1.030786,18.96923,48.0255,19.91403,2.37403
ADAMTSL5,500.0,13.1251,8.01379e-06,8.120812618400098e-05,9.41378,2.586136,-58.9564,13.948,-24.08805
ADAP1,462.0,12.14381,1.7127e-05,0.0002531600422,0.918313,16.08144,-37.54894,27.6531,-128.1489
ADAP2,514.0,12.0567,1.150457e-05,0.0024611188220172,2.384184,12.61336,28.726190000000003,16.61925,6.19135
ADAR,841.0,8.35796,4.28527e-05,27.95404,1.6653005997944882e-05,0.04592723346,281.8472,33.250859999999996,-3.2634136
ADARB1,350.0,6.772139999999999,1.7643608e-05,28.76785,0.012362083514667,0.2197296912,305.612,27.82957,59.98362
ADARB2,54.0,1.3957000000000002,1.91663e-06,1.867495,0.00287943,2.129622,-6.84358,4.7961,-14.38239
ADAT1,643.0,14.89545,9.918891e-06,0.6645930551602719,9.869552,5.46584,-47.97833,19.6622,-16.994208
ADAT2,218.0,10.4974,5.43717e-06,0.000204681185,4.21817,6.7816,27.37448,9.13785,15.5311
ADAT3,89.0,8.8646,4.64617e-07,3.6623000071436e-05,3.61579,0.384174,-46.0959,6.515,-31.809
ADCK1,450.0,11.04678,1.038111e-05,0.0017488421717999,0.578054,15.42022,18.64708,15.40485,32.8373
ADCK2,215.0,4.64728,4.04408e-06,0.14529354987628,0.18333,6.671390000000001,24.5777,6.46974,8.94229
ADCK5,305.0,5.98222,6.1414e-06,6.5675994e-12,1.91169,5.08831,-12.8663,14.0859,-56.0805
ADCY1,126.0,1.97439,6.28504e-06,6.93521,1.0109814000068507e-05,0.0647792804254,78.7764,6.99626,-1.02289
ADCY10,1803.0,11.72596,2.639445e-05,0.0058146,2.711846,11.28232,78.551,13.96165,27.57645
ADCY2,76.0,0.90539,3.5067999999999996e-06,3.86201,0.0038141,0.13417000220288,51.0253,4.38397,6.7744
ADCY3,1674.0,17.35549,4.3474065e-05,0.4091273511995758,0.5499292241,28.04095,227.6178,30.05789,-25.546043
ADCY4,710.0,10.40677,8.571159e-06,4.69507041e-05,7.26659,1.733374,5.64056,11.95172,-9.24798
ADCY5,407.0,3.99264,2.483962e-05,15.98985,8.345600147129723e-05,0.0100722153565199,217.1694,15.10187,32.26003
ADCY6,471.0,4.60623,9.32998e-06,0.176937022528,0.0709372262999999,8.75213,83.20309999999999,7.74202,29.4158
ADCY7,1098.0,15.10568,1.74626706e-05,0.8368046400023541,0.6155186930000001,20.54768,118.587537,24.862,-18.56646
ADCY8,313.0,3.72577,1.02003e-05,0.172372693,0.00528049826,7.82236,39.7196,8.3019,-6.28439
ADCY9,220.0,2.8504,5.8808099999999995e-06,0.5629461883,0.02789352423,5.40917,21.46603,8.0788,-19.01197
ADCYAP1,41.0,2.30358,1.45964e-06,1.416888788,0.1462938,3.43683,-20.4836,6.2374,-13.6373
ADCYAP1R1,614.0,9.66561,1.121201e-05,0.20178285344752,0.13834168,15.65988,81.7848,15.48859,7.07675
ADD1,698.0,9.94935,2.541095e-05,31.93368949,0.200522988623206,1.8657905619,109.34797,31.99763,56.03627
ADD2,305.0,5.42199,1.4596033e-05,14.625612,0.2218349950919691,1.152561953,97.93198,16.41569,11.19968
ADD3,518.0,7.99385,3.023186e-05,30.9994,9.344597e-10,0.000583493,80.5388,29.64285,21.49927
ADGB,477.0,6.53768,7.512893e-06,0.0120256840470275,1.031834,6.9561399999999995,2.442335,10.29133,5.10717
ADGRA1,123.0,4.60499,2.64138e-06,0.008063904592,0.802755,5.18918,-16.4301,7.04315,-17.76656
ADGRA2,417.0,5.41594,8.15133e-06,3.155000000203721e-05,0.3952305,6.60473,-9.46906,8.145900000000001,-28.20545
ADGRA3,223.0,3.28427,6.4228e-06,0.43648418,0.08401603551,6.47951,22.1458,7.67902,5.041721
ADGRB1,473.0,4.21462,2.319206e-05,15.99996,1.8864051469774135e-10,3.117029616e-05,76.5215,21.0246,-109.1997
ADGRB2,1280.0,8.7844,4.100511e-05,29.73665,6.434200000154522e-05,0.263280376565609,312.6642,29.80591,5.386890999999999
ADGRB3,106.0,1.23259,5.399952e-06,4.7715,0.116612000012313,1.111877466,35.4374,7.4132,-4.5447
ADGRD1,713.0,11.25248,1.504861e-05,0.0126413751424248,0.4216490499999999,16.56572,45.40538,18.0141,1.3580973000000005
ADGRE1,888.0,9.7106,1.540068e-05,6.414700000446162e-10,1.152448,10.84756,28.638869999999997,11.48042,9.98317
ADGRE2,1320.0,15.35682,1.578951e-05,4.4619283161100005e-17,4.8106100000000005,13.18939,123.5686,17.19095,50.5467
ADGRE3,544.0,10.8227,5.362433e-06,0.002577,8.91907,1.078371,24.55283,9.13222,10.89053
ADGRE5,484.0,7.24495,6.38298e-06,0.1376372,0.6316579999999999,9.2307,27.2703,9.90182,-2.23304
ADGRF1,423.0,9.2634,4.1714599999999995e-06,4.317927979240168e-10,6.59817,2.401834,-6.04911,11.17585,-0.8684359999999999
ADGRF2,123.0,2.66742,2.3344e-06,3.08705e-12,1.0791,1.9209,-2.04452,3.3655999999999997,-6.1129999999999995
ADGRF3,1139.0,14.20899,1.826888e-05,4.5430815193520614e-08,5.1594619999999995,10.84054,69.2143,17.35435,15.8315182
ADGRF4,235.0,5.2872,3.29869e-06,4.0489343500000003e-16,4.40011,0.5998880000000001,-7.88,5.0739,-1.20161
ADGRF5,820.0,9.7707,1.518151e-05,7.1821816e-07,0.001968022,16.99799,59.6976,17.5514,-12.29115
ADGRG1,3951.0,101.88533,0.000101256675,0.4833989421476571,19.1508374,101.3658,312.730567,120.61583,37.8542952
ADGRG3,291.0,6.3562,6.98971e-06,1.658684e-06,0.3137261,8.68626,19.46841,11.5281,-5.10398
ADGRG5,259.0,5.84228,3.94785e-06,0.00080974868256,0.416136,7.58308,12.86983,7.50078,6.86764
ADGRG6,264.0,6.76115,1.090315e-05,2.9271700000000003,0.0428053199999999,13.03007,37.23668,14.76142,16.77295
ADGRG7,204.0,4.6789,2.3642e-06,4.82112878e-11,2.61016,2.38984,9.7559,5.2038,-3.04548
ADGRL1,541.0,5.0067,3.058595e-05,17.96800895,0.1133934879000001,0.9185901153825636,181.0661,20.04986,-30.59173
ADGRL2,1389.0,12.47625,0.00010796019,58.77309,0.00032081,0.226590000716297,443.8207,52.76694,179.2167
ADGRL3,2293.0,22.55002,0.0001155882,68.95107,7.8852317463e-08,0.0489014152,468.6395,67.80362,27.94614
ADGRL4,467.0,13.86907,4.447663e-06,0.037505167318,8.81487,2.1476216,-12.45062,14.0944,-12.386599
ADGRV1,3094.0,12.69689,3.862826e-05,0.8547290001274322,0.4166789168705317,21.7286,105.49969,28.54102,27.501289
ADH1A,58.0,1.61914,7.4822e-07,1.66418e-08,0.3043,1.6957,0.92358,1.74122,3.3396
ADH1B,139.0,4.32017,2.30011e-06,1.5302889999999998e-05,0.3888049999999999,5.61118,12.2679,5.8628599999999995,1.71493
ADH1C,79.0,2.91681,1.40194e-06,0.0004861746599999,0.359374,3.64014,11.512,4.04974,-0.4007
ADH4,157.0,6.04033,2.64782e-06,0.0003492562,0.88516,7.11449,-5.4006,14.60999,-8.70225
ADH5,76.0,3.36194,1.22117e-06,0.0115083234884,0.967091,3.0214,10.8199,7.62205,6.2743199999999995
ADH6,168.0,5.498889999999999,1.6146e-06,2.215558826e-06,2.38655,3.61345,5.31652,7.68456,2.737806
ADH7,249.0,7.851,3.00312e-06,1.207100088425998e-05,5.72042,1.27957,-14.51902,7.366,-4.65225
ADHFE1,98.0,2.18132,2.35238e-06,8.95926e-08,0.130262,2.86973,-16.378682,14.74215,-5.755089999999999
ADI1,100.0,5.45074,1.604626e-06,0.04065701265254,3.1217699999999997,1.83757,2.51126,4.910159999999999,1.01885
ADIG,75.0,4.96038,1.14827e-06,0.0031334103599999,1.87833,3.11853,18.688,5.15444,5.93722
ADIPOQ,100.0,4.9944,1.30996e-06,3.54896e-10,3.29072,0.70928,0.25532,3.74408,2.94556
ADIPOR1,118.0,3.74836,4.14624e-06,5.9780359999999995,0.01965471,4.00233,85.1331,9.46898,6.30337
ADIPOR2,119.0,2.96942,5.4081299999999995e-06,1.18087,0.00458246,5.81455,67.5218,6.5709,5.60231
ADIRF,25.0,3.13582,3.35613e-07,0.0137846599999999,1.02555,1.96065,-5.778029999999999,5.1094,-6.403829999999999
ADK,339.0,13.16775,9.866916e-06,0.33507105,0.684956,21.97996,103.12642,22.8067,22.30092
ADM,36.0,2.60318,2.01191e-06,6.61968,0.08398888,2.296305,5.750426,8.3244,6.0019
ADM2,58.0,5.3058,2.1358e-06,3.5597e-06,2.53784,1.46216,-22.3768,6.4652,-21.5044
ADM5,18.0,1.65604,3.094e-07,0.0027598,0.41292,1.58432,0.26648,2.0884,-0.8201
ADNP,64.0,0.7537900000000001,1.5882179e-05,16.90967,0.0038871,0.0864380000002855,114.7455,18.67288,-41.5249
ADNP2,114.0,3.1241,5.1670935e-06,4.42601,0.385486081559,3.1884874,3.90768,9.544,-14.90588
ADO,18.0,1.70262,2.1836e-07,0.0023358,0.4424,1.55528,-4.1034,2.5806,-7.0272
ADORA1,100.0,5.84164,1.99052e-06,1.667291,0.428535,9.90416,67.4118,11.9231,0.5457799999999999
ADORA2A,110.0,4.034590000000001,6.165292e-06,7.92637,0.1855382,7.8881,68.04883,15.56936,17.78195
ADORA2B,84.0,4.88807,1.822937e-06,0.009631867958,1.91693,3.07344,-4.23962,5.14028,-0.7450800000000001
ADORA3,50.0,3.50951,1.29095e-06,0.131107384,0.65945,4.20944,13.1555,5.12492,-1.5949000000000002
ADPGK,254.0,8.67951,7.85365e-06,0.06046572102,0.5588103,13.38074,-9.753619999999998,25.53677,-39.28488
ADPRH,262.0,8.59633,4.08017e-06,0.0002598058638,2.4423,7.55744,21.958,9.11781,10.50496
ADPRHL1,667.0,9.80333,1.106532e-05,1.8890576063990355e-06,5.14182,5.85818,25.186439999999997,10.96062,2.70048
ADPRM,49.0,1.89924,1.04149e-06,0.00127378,0.120131,2.87859,17.1347,3.3739,6.9841999999999995
ADPRS,67.0,2.33419,6.930500000000001e-07,0.000323913902,0.4566989999999999,2.54298,0.745,3.2994399999999997,-4.25487
ADRA1A,599.0,21.35169,6.98041e-06,5.4082721236e-07,12.46136,8.53864,20.32497,26.0857,-47.31655
ADRA1B,152.0,7.64179,1.779033e-06,0.5527237800077242,3.500871,4.9464,8.436157,10.4895,-23.071257
ADRA1D,68.0,2.2626,8.6578e-07,3.6372e-13,1.6959,0.3041,-5.8764,2.1892,-3.4592
ADRA2A,40.0,1.86682,3.355e-07,6.05e-07,0.70002,1.29998,-3.7894,2.4942,-8.2204
ADRA2B,56.0,1.67378,7.6144e-07,1.64086e-08,0.40496,1.59504,1.69394,1.80296,3.2748
ADRA2C,30.0,1.30924,6.8758e-07,0.51908,0.0298896,2.45103,2.88861,3.675,-10.9972
ADRB1,40.0,1.93498,3.9792e-07,3.8194e-07,0.80402,1.19598,-4.6464,2.5264,-8.6354
ADRB2,32.0,1.18672,6.8192e-07,0.00194386,0.051126,1.94694,11.023,2.0318,-0.47278
ADRB3,66.0,3.3666,2.6516e-07,5.157e-16,1.97674,0.023254,-8.3944,2.4416,-6.7354
ADRM1,113.0,3.64174,7.62269e-06,14.474828,0.01939859879763,3.5057848811000003,43.41891,22.1751,-59.7777
ADSL,878.0,18.50239,1.9196731e-05,0.7395384662760895,1.080857,25.17963,133.47393,29.57052,57.134218
ADSS1,387.0,9.56453,5.799509e-06,0.0003091440000147,6.0907,2.9089899999999997,3.08008,10.26039,-2.04114
ADSS2,66.0,1.71971,2.3445e-06,0.5628500000000001,0.0038087299999999,3.43334,28.7266,3.816,2.02446
ADTRP,210.0,9.41254,4.55053e-06,0.001939783499,1.833388,10.16467,30.2762,12.94479,9.626294
AEBP1,305.0,3.4616,6.90214e-06,0.3208110000029991,0.0384565262,5.6407300000000005,22.018654,10.26687,-0.0098500000000001
AEBP2,48.0,2.67497,5.72619e-06,13.58018,0.070072422,1.3497253,31.898199999999996,17.69178,-35.839028
AEN,244.0,10.2596,5.0756e-06,2.33144431128e-05,6.66981,2.33017,-3.5043800000000003,9.42181,-5.608230000000001
AFAP1,698.0,8.48899,1.209654e-05,0.4807000005007369,0.0850817399999999,12.43423,-43.2489,15.2207,-40.3065
AFAP1L1,546.0,6.24621,8.72571e-06,8.258190296951459e-11,0.3935768,7.60643,27.4354,7.51671,9.005279999999999
AFAP1L2,1621.0,18.04613,4.131127e-05,2.8387903017,0.0144903129419999,36.146738,111.5937,35.93353,59.7761
AFDN,1550.0,11.283948,5.9936439999999994e-05,28.65176255,0.07308213174726,5.275166346592733,148.219349,34.09464,0.8844380000000001
AFF1,702.0,8.37111,2.42856e-05,11.33692522,0.147741165044613,8.515319695,23.34036,20.62895,-16.669449
AFF3,728.0,10.36817,3.6205035e-05,31.24731,0.4120435000016147,5.340655461726752,170.31086,41.41669,-2.915761
AFF4,44.0,0.761428,8.38682e-06,7.88781,0.0018621999999999,0.1103260000193606,63.6955,7.24761,13.6276
AFG1L,181.0,9.93665,4.0886e-06,0.227884334,1.739057,12.03306,20.932078,16.404700000000002,-13.205247
AFG3L2,255.0,3.52112,9.10178e-06,0.0001420589976,0.073855748,5.926,42.1176,9.8857,-6.166269000000001
AFM,270.0,5.7844,2.80093e-06,7.8819604043e-18,4.85136,0.1486394,-10.3553,5.124499999999999,-1.55268
AFMID,770.0,23.81292,1.492374e-05,0.0078742346912156,6.515554,21.47658,15.089199,27.19872,33.5771426
AFP,201.0,3.048,2.93941e-06,1.67209e-12,0.162364,3.83764,7.4314,4.05118,-0.8143
AFTPH,103.0,1.398514,1.072067e-05,12.0,1.103331664497e-14,4.540920436e-08,50.8217,11.37909,30.3619
AGA,79.0,3.28857,2.01833e-06,0.0542383559999999,0.3398299999999999,4.60593,3.01778,4.65674,2.5183
AGAP1,494.0,6.36624,3.309749e-05,25.11144,0.0068327716477662,0.8817338512085,81.29035999999999,28.50304,-23.59197
AGAP2,286.0,3.2065,1.63958e-05,7.829368,0.0195860089418473,1.151047842,58.526900000000005,9.16602,-5.84556
AGAP3,234.0,3.592289,1.585147e-05,18.98886,1.1759391247876006e-05,0.0111450830891359,168.0575,20.82992,-12.27188
AGAP4,56.0,3.09752,1.58419e-06,0.8104183199999999,0.301458,4.88813,57.5758,2.82334,33.338
AGAP5,39.0,1.0108700000000002,1.24757e-06,2.73054,0.000127734,0.269324,45.4112,1.3351,25.6898
AGAP6,102.0,2.6049599999999997,3.22596e-06,0.00022521954,0.3806535,3.61912,33.644000000000005,3.6599,17.4253
AGAP9,40.0,1.13246,1.16002e-06,0.0009459,0.0179472,1.9811,22.746,1.08554,13.3686
AGBL1,1225.0,12.6366,1.60287e-05,2.3183500000001322e-33,10.99581,0.004181193,-73.6115,12.5709,-32.4334
AGBL2,1350.0,18.91362,2.4086623e-05,0.0385265803959641,1.081727,23.87971,133.01747,23.1926,54.56292
AGBL3,692.0,17.46107,1.5610036e-05,0.669776010774102,2.0221359,22.30812,91.636392,23.95464,25.63887
AGBL4,541.0,12.25552,1.137405e-05,1.02357979977268e-05,2.753995,12.24598,22.37595,16.6248,-20.13924
AGBL5,397.0,5.8945,1.2197033e-05,1.664278264669,0.307781358,11.02791,59.2201,13.0262,11.24078
AGER,800.0,16.85883,1.567903e-05,9.776873309358e-08,6.4628499999999995,12.53715,38.8217,15.66137,43.95616
AGFG1,78.0,2.0262,4.10431e-06,10.38859,0.0296291592610142,0.5818067618,41.1409,11.0495,-1.75683
AGFG2,159.0,4.35586,2.4268e-06,0.0098380677,0.1613263999999999,6.82884,1.8753439999999997,7.72876,5.57038
AGGF1,98.0,2.13776,2.33557e-06,0.0001259188198,0.254332,2.7455499999999997,3.44752,3.12394,-0.94818
AGK,267.0,9.327,7.29493e-06,0.092776428,0.787116,13.12012,44.66771,20.48991,2.929154
AGL,1385.0,7.43408,2.39508e-05,2.69480000893858e-13,1.3760484e-05,11.99999,27.1888,12.14049,21.5119
AGMAT,74.0,2.6156,8.6818e-07,9.0708e-16,1.92754,0.072466,-4.279,2.2056,-2.7622
AGMO,254.0,10.8516,2.91559e-06,2.4562000003511625e-05,6.913539999999999,1.086458,-53.314,11.787,-33.2936
AGO1,145.0,1.35868,1.86777e-05,12.0,3.6752320278104497e-22,3.2907911697e-12,214.7851,12.55008,8.02179
AGO2,40.0,0.556029,1.0512729e-05,8.70689,0.019365,0.27374,156.9746,8.87348,15.7967
AGO3,173.0,2.28134,1.77479e-05,15.991,1.4971600000000524e-05,0.0089784001768717,243.8842,15.36305,23.7955
AGO4,195.0,2.07965,1.23957e-05,6.99969,2.930278027e-11,0.00031540067,84.221,5.92477,19.4792
AGPAT1,77.0,2.30121,8.0141e-06,10.9931,1.168156e-06,0.00689341,114.05,9.41278,20.2296
AGPAT2,93.0,4.15669,3.01545e-06,0.00010969381,1.04181,3.95807,-13.395,6.2364999999999995,-15.3205
AGPAT3,140.0,3.270315,1.8108954e-05,29.18329,0.0983346905110123,0.71836654178,234.5497,29.31909,5.960494
AGPAT4,88.0,2.69191,5.59338e-06,5.865606,0.044898146036,2.0895042,54.3076,7.66658,14.06658
AGPAT5,118.0,4.6175999999999995,1.95363e-06,1.274176129e-08,3.0838099999999997,0.91619,-44.104,10.3873,-37.6466
AGPS,142.0,3.31295,9.65096e-06,13.88793,0.0017849951197,0.11026511,122.1798,20.0078,-10.54789
AGR2,117.0,5.68605,1.98058e-06,4.6395027000000006e-05,2.23214,3.76782,10.3331,6.12693,-1.05349
AGR3,110.0,9.1759,1.11506e-06,2.800555e-07,4.9473,1.0527,-7.2583,6.603899999999999,-3.20136
AGRN,956.0,5.6042000000000005,2.70715e-05,5.799315200000001e-19,4.9043100000000005e-06,9.0,-62.3558,11.6536,-89.9743
AGRP,16.0,1.12026,6.5476e-07,0.059308,0.12265,1.81804,1.59462,1.87228,1.0477
AGT,262.0,8.09967,3.2841e-06,0.0004692826645349,3.34468,5.65485,12.5504,11.1289,13.16243
AGTPBP1,868.0,8.7056,2.394669e-05,2.3228387,0.001196488818,17.675933,122.524,18.03808,38.89452
AGTR1,277.0,11.92454,5.57891e-06,0.00013220885,2.4093899999999997,12.59048,56.5035,13.983,13.02945
AGTRAP,175.0,8.80047,4.70767e-06,0.203000168,0.7404310000000001,14.0566,31.4566,13.28938,22.86504
AGXT,84.0,1.9344,1.4336e-06,3.7206e-14,1.27884,0.72116,-2.6288,2.2684,-3.9354
AGXT2,411.0,7.59624,8.33945e-06,3.3913312700000004e-15,5.26571,2.73429,1.563942,8.5834,-8.28563
AHCTF1,206.0,0.947797,1.40885e-05,9.0,1.4225945849999998e-58,8.35088205e-34,66.35203,8.78368,37.87886
AHCY,332.0,7.36057,9.87199e-06,0.21686523,0.0227054,14.76044,102.4939,15.0311,-0.46573
AHCYL1,143.0,1.90423,1.06734e-05,9.0,2.1661039999999998e-14,6.24238e-07,128.778,7.85683,17.482999999999997
AHCYL2,447.0,7.35922,2.260452e-05,19.87836,0.05386439120796,2.06777223,176.36357,19.40825,32.23214
AHDC1,119.0,1.511436,2.35637e-05,17.0,4.62774e-22,1.647232e-12,115.3943,18.184900000000003,-37.1127
AHI1,2932.0,31.3029,3.5883025000000004e-05,0.962544013523,25.204916,9.83252,-40.570887,64.50481,-60.39279
AHNAK,321.0,2.840787,1.069573e-05,9.92899,0.046163363,2.0248541,18.15784,11.9619,14.66011
AHNAK2,792.0,3.45163,1.419215e-05,6.7397e-12,0.0869490287546,4.91305,-60.2042,5.76425,-46.1585
AHR,100.0,1.3342,2.32546e-06,0.04664,2.43915e-05,2.95334,7.008100000000001,4.2197,-4.02805
AHRR,280.0,9.36736,6.87789e-06,0.0161975288580658,2.10644,8.877369999999999,-13.048833000000002,12.00592,-16.48517
AHSA1,66.0,2.61628,3.71188e-06,6.6645389999999995,0.0864719618,1.249001,20.68639,9.35363,-2.0509208
AHSG,123.0,3.70432,2.3023e-06,0.000626711,0.120155,5.8792100000000005,2.34011,4.85062,15.777
AHSP,70.0,6.7813,6.8822e-07,1.160159e-05,3.14304,1.85694,-4.98936,4.95092,0.4604
AICDA,124.0,6.223739999999999,3.30567e-06,0.015792526,1.25226,6.73197,21.9598,8.823,-7.721099
AIDA,23.0,0.8761000000000001,1.09608e-06,2.8159799999999997,0.000386808,0.183645,12.6268,2.66191,3.1551599999999995
AIF1,130.0,7.96554,2.83362e-06,0.000182099902,3.0762799999999997,4.9235500000000005,9.4938,6.13735,14.4543
AIF1L,111.0,6.8889000000000005,3.00545e-06,0.29133431,0.894449,9.81419,-0.0356299999999993,16.252200000000002,-24.6517
